width,radius,dy,timepoint,diodicity
0.085,0.09,0.5,10,0.0
0.085,0.09,0.5,20,0.0
0.085,0.09,0.5,30,1.3570320336965705e-14
0.085,0.09,0.5,40,6.331936690508518e-15
0.085,0.09,0.5,50,0.0
0.085,0.09,0.5,60,6.5634287283372486e-12
0.085,0.09,0.5,70,3.075822472707283e-06
0.085,0.09,0.5,80,0.00403184254493044
0.085,0.09,0.5,90,0.1526659902567952
0.085,0.09,0.5,100,0.5254906153030446
0.085,0.09,0.5,110,0.7099747725836425
0.085,0.09,0.5,120,0.7618438507811419
0.085,0.09,0.5,130,0.7992225817943607
0.085,0.09,0.5,140,0.8135740488591053
0.085,0.09,0.5,150,0.8259778568571883
0.085,0.09,0.5,160,0.8309800969917981
0.085,0.09,0.5,170,0.8438205420361494
0.085,0.09,0.5,180,0.8519400388980706
0.085,0.09,0.5,190,0.8514031766682234
0.085,0.09,0.5,200,0.8587992247324621
0.085,0.09,0.5,210,0.8658753646935845
0.085,0.09,0.5,220,0.8647795446000545
0.085,0.09,0.5,230,0.8669471488860787
0.085,0.09,0.5,240,0.8729113667800387
0.085,0.09,0.5,250,0.8744377232498433
0.085,0.09,0.5,260,0.8750367725076857
0.085,0.09,0.5,270,0.8800191538657078
0.085,0.09,0.5,280,0.8881187970014737
0.085,0.09,0.5,290,0.9032991162215084
0.085,0.09,0.5,300,0.9341715520918862
0.085,0.09,0.5,310,0.9827392430222802
0.085,0.09,0.5,320,1.045319232538611
0.085,0.09,0.5,330,1.1206346309971935
0.085,0.09,0.5,340,1.2086235391838125
0.085,0.09,0.5,350,1.3032684547426214
0.085,0.09,0.5,360,1.3934502147272003
0.085,0.09,0.5,370,1.4643277609441463
0.085,0.09,0.5,380,1.5025480331377512
0.085,0.09,0.5,390,1.5054948747030805
0.085,0.09,0.5,400,1.4785703519809545
0.085,0.09,0.5,410,1.4309988778161062
0.085,0.09,0.5,420,1.3749761303268802
0.085,0.09,0.5,430,1.3231368342200958
0.085,0.09,0.5,440,1.2875116248524754
0.085,0.09,0.5,450,1.2759336600435895
0.085,0.09,0.5,460,1.2878446642664803
0.085,0.09,0.5,470,1.3166961091839673
0.085,0.09,0.5,480,1.3531670242181062
0.085,0.09,0.5,490,1.3861324486294913
0.085,0.09,0.5,500,1.408286985635646
0.085,0.09,0.5,510,1.4210974516257284
0.085,0.09,0.5,520,1.4314585363367627
0.085,0.09,0.5,530,1.4463680616899084
0.085,0.09,0.5,540,1.4685935195416575
0.085,0.09,0.5,550,1.4920027893899706
0.085,0.09,0.5,560,1.505001082425468
0.085,0.09,0.5,570,1.502392507304744
0.085,0.09,0.5,580,1.4894374627143077
0.085,0.09,0.5,590,1.4755953985829888
0.085,0.09,0.5,600,1.466593679477785
0.085,0.09,0.5,610,1.4606849813098746
0.085,0.09,0.5,620,1.4500279628127015
0.085,0.09,0.5,630,1.4254402136854196
0.085,0.09,0.5,640,1.384863578039871
0.085,0.09,0.5,650,1.3366422745545294
0.085,0.09,0.5,660,1.2906693095442399
0.085,0.09,0.5,670,1.2507682016184136
0.085,0.09,0.5,680,1.2162268456532035
0.085,0.09,0.5,690,1.1851992856573674
0.085,0.09,0.5,700,1.1560759782924002
0.085,0.09,0.5,710,1.127889355812635
0.085,0.09,0.5,720,1.1000342197451463
0.085,0.09,0.5,730,1.0716043734646648
0.085,0.09,0.5,740,1.0407188447557199
0.085,0.09,0.5,750,1.0050059552133197
0.085,0.09,0.5,760,0.963654245446526
0.085,0.09,0.5,770,0.9181376116678058
0.085,0.09,0.5,780,0.8707765283436331
0.085,0.09,0.5,790,0.823930787802376
