radius,dy,diodicity
0.05,0.25,1.2019658006664682
0.05521739130434783,0.25,1.2365707865771474
0.060434782608695656,0.25,1.253792757479399
0.06565217391304348,0.25,1.2692152503071557
0.07086956521739131,0.25,1.246899699770869
0.07608695652173914,0.25,1.2148037831422656
0.08130434782608696,0.25,1.2092769662337928
0.08652173913043479,0.25,1.2142623130054002
0.09173913043478261,0.25,1.2326546094405548
0.09695652173913044,0.25,1.0497867529780323
0.10217391304347827,0.25,1.0307063507553416
0.1073913043478261,0.25,1.0271412529312676
0.11260869565217392,0.25,0.9996407567518913
0.11782608695652175,0.25,1.0251499820888
0.12304347826086957,0.25,0.9718481742211863
0.1282608695652174,0.25,0.945254611807627
0.1334782608695652,0.25,0.983315825796394
0.13869565217391305,0.25,0.9544568106914751
0.1439130434782609,0.25,0.9567043688923256
0.1491304347826087,0.25,0.9545520618395695
0.15434782608695652,0.25,0.9469088194822138
0.15956521739130436,0.25,1.0193232073298009
0.1647826086956522,0.25,0.9930129888699786
0.17,0.25,0.9528403025692085
0.05,0.26521739130434785,1.2417314993199173
0.05521739130434783,0.26521739130434785,1.239282643890223
0.060434782608695656,0.26521739130434785,1.2253694949643588
0.06565217391304348,0.26521739130434785,1.2651510498560339
0.07086956521739131,0.26521739130434785,1.2565842197319934
0.07608695652173914,0.26521739130434785,1.2384639324263849
0.08130434782608696,0.26521739130434785,1.2219343481712184
0.08652173913043479,0.26521739130434785,1.2273471923444637
0.09173913043478261,0.26521739130434785,1.2705534239084257
0.09695652173913044,0.26521739130434785,1.2322180222783443
0.10217391304347827,0.26521739130434785,1.1591040602913605
0.1073913043478261,0.26521739130434785,1.0150253900583286
0.11260869565217392,0.26521739130434785,1.024668992663799
0.11782608695652175,0.26521739130434785,1.0479858236272552
0.12304347826086957,0.26521739130434785,0.997299887022008
0.1282608695652174,0.26521739130434785,0.9994437331281565
0.1334782608695652,0.26521739130434785,0.9747309304843289
0.13869565217391305,0.26521739130434785,0.9905814577095473
0.1439130434782609,0.26521739130434785,0.9982641226934222
0.1491304347826087,0.26521739130434785,0.9729084297226667
0.15434782608695652,0.26521739130434785,0.9619695084254248
0.15956521739130436,0.26521739130434785,0.9866571034127072
0.1647826086956522,0.26521739130434785,0.9573360405450527
0.17,0.26521739130434785,0.9589529555162721
0.05,0.28043478260869564,1.232435494133543
0.05521739130434783,0.28043478260869564,1.252127115591166
0.060434782608695656,0.28043478260869564,1.2510238194486822
0.06565217391304348,0.28043478260869564,1.2661054676637862
0.07086956521739131,0.28043478260869564,1.267144751599003
0.07608695652173914,0.28043478260869564,1.278746221543129
0.08130434782608696,0.28043478260869564,1.2366815212114202
0.08652173913043479,0.28043478260869564,1.225616397538936
0.09173913043478261,0.28043478260869564,1.2315796863232766
0.09695652173913044,0.28043478260869564,1.2355603922740048
0.10217391304347827,0.28043478260869564,1.2501162497142533
0.1073913043478261,0.28043478260869564,1.1696157363536237
0.11260869565217392,0.28043478260869564,1.0296644272752478
0.11782608695652175,0.28043478260869564,1.0310820732480397
0.12304347826086957,0.28043478260869564,1.023758991232952
0.1282608695652174,0.28043478260869564,1.003768615992901
0.1334782608695652,0.28043478260869564,1.0244497914295854
0.13869565217391305,0.28043478260869564,1.005869111579683
0.1439130434782609,0.28043478260869564,0.9883453073123285
0.1491304347826087,0.28043478260869564,0.9844155693471365
0.15434782608695652,0.28043478260869564,0.9595525994689593
0.15956521739130436,0.28043478260869564,0.9738180318198286
0.1647826086956522,0.28043478260869564,0.9851483564808292
0.17,0.28043478260869564,0.9659351384532161
0.05,0.2956521739130435,1.2462128625081197
0.05521739130434783,0.2956521739130435,1.2377387700000915
0.060434782608695656,0.2956521739130435,1.2598160955046356
0.06565217391304348,0.2956521739130435,1.247241706106321
0.07086956521739131,0.2956521739130435,1.2649550842078883
0.07608695652173914,0.2956521739130435,1.2949482732457438
0.08130434782608696,0.2956521739130435,1.2725492741287119
0.08652173913043479,0.2956521739130435,1.2701007619533917
0.09173913043478261,0.2956521739130435,1.2347738247837186
0.09695652173913044,0.2956521739130435,1.2350913470497777
0.10217391304347827,0.2956521739130435,1.2322951328233611
0.1073913043478261,0.2956521739130435,1.2351312426698706
0.11260869565217392,0.2956521739130435,1.200730309602805
0.11782608695652175,0.2956521739130435,1.0477116092073417
0.12304347826086957,0.2956521739130435,1.0510859974381135
0.1282608695652174,0.2956521739130435,1.022815004681907
0.1334782608695652,0.2956521739130435,1.0409425007761393
0.13869565217391305,0.2956521739130435,1.0429573332398523
0.1439130434782609,0.2956521739130435,1.0303449331439645
0.1491304347826087,0.2956521739130435,1.000575175299652
0.15434782608695652,0.2956521739130435,0.994854759741562
0.15956521739130436,0.2956521739130435,0.9758507677255104
0.1647826086956522,0.2956521739130435,0.9728083550599214
0.17,0.2956521739130435,0.9874525932541138
0.05,0.3108695652173913,1.2071368939446676
0.05521739130434783,0.3108695652173913,1.21047734095922
0.060434782608695656,0.3108695652173913,1.2226936258763053
0.06565217391304348,0.3108695652173913,1.237078491222662
0.07086956521739131,0.3108695652173913,1.2495355056628041
0.07608695652173914,0.3108695652173913,1.244098105926282
0.08130434782608696,0.3108695652173913,1.2755298276712037
0.08652173913043479,0.3108695652173913,1.2815335040092501
0.09173913043478261,0.3108695652173913,1.2732313949365484
0.09695652173913044,0.3108695652173913,1.2475385374393273
0.10217391304347827,0.3108695652173913,1.2545125611349142
0.1073913043478261,0.3108695652173913,1.2411567690729688
0.11260869565217392,0.3108695652173913,1.2526256713663866
0.11782608695652175,0.3108695652173913,1.2651934356358914
0.12304347826086957,0.3108695652173913,1.0748236993523974
0.1282608695652174,0.3108695652173913,1.0513750701474769
