width,radius,dy,timepoint,diodicity
0.085,0.09,0.3,10,
0.085,0.09,0.3,20,
0.085,0.09,0.3,30,
0.085,0.09,0.3,40,0.0
0.085,0.09,0.3,50,5.18082977595456e-07
0.085,0.09,0.3,60,0.0005218847913970428
0.085,0.09,0.3,70,0.034826595313503926
0.085,0.09,0.3,80,0.525552269222075
0.085,0.09,0.3,90,0.9186371924169566
0.085,0.09,0.3,100,0.9457128379442915
0.085,0.09,0.3,110,0.9606847202543061
0.085,0.09,0.3,120,0.971750108103746
0.085,0.09,0.3,130,0.9749156751847062
0.085,0.09,0.3,140,0.9752245732970426
0.085,0.09,0.3,150,0.9834621980741742
0.085,0.09,0.3,160,0.9785191553814648
0.085,0.09,0.3,170,0.9853643018936156
0.085,0.09,0.3,180,0.9836082785669266
0.085,0.09,0.3,190,0.984351689306912
0.085,0.09,0.3,200,0.9882805601437079
0.085,0.09,0.3,210,0.9949093728241631
0.085,0.09,0.3,220,1.0214481449777317
0.085,0.09,0.3,230,1.0591015188578414
0.085,0.09,0.3,240,1.0993883172742036
0.085,0.09,0.3,250,1.1476236122269592
0.085,0.09,0.3,260,1.2039929582493174
0.085,0.09,0.3,270,1.2680390139660027
0.085,0.09,0.3,280,1.3209015315862593
0.085,0.09,0.3,290,1.346801757788725
0.085,0.09,0.3,300,1.357295355543953
0.085,0.09,0.3,310,1.3590965713999443
0.085,0.09,0.3,320,1.354325096861862
0.085,0.09,0.3,330,1.3461161515651339
0.085,0.09,0.3,340,1.3468417430317108
0.085,0.09,0.3,350,1.3706466770312433
0.085,0.09,0.3,360,1.4166538949881107
0.085,0.09,0.3,370,1.4783722890243485
0.085,0.09,0.3,380,1.555401872300363
0.085,0.09,0.3,390,1.649891318639687
0.085,0.09,0.3,400,1.7471045150940305
0.085,0.09,0.3,410,1.830429906062194
0.085,0.09,0.3,420,1.894292826298334
0.085,0.09,0.3,430,1.9358719826750344
0.085,0.09,0.3,440,1.946287850839476
0.085,0.09,0.3,450,1.9288396121580507
0.085,0.09,0.3,460,1.8997869130225455
0.085,0.09,0.3,470,1.8782981654247093
0.085,0.09,0.3,480,1.8772171438509815
0.085,0.09,0.3,490,1.88707804993943
0.085,0.09,0.3,500,1.9024787533709457
0.085,0.09,0.3,510,1.9413858481469504
0.085,0.09,0.3,520,2.026695358244966
0.085,0.09,0.3,530,2.178122958411924
0.085,0.09,0.3,540,2.385296314370085
0.085,0.09,0.3,550,2.598619287502997
0.085,0.09,0.3,560,2.8027805837318707
0.085,0.09,0.3,570,3.0155162629917824
0.085,0.09,0.3,580,3.216174742077052
0.085,0.09,0.3,590,3.3121208736080967
0.085,0.09,0.3,600,3.169725432552342
0.085,0.09,0.3,610,2.844936991813374
0.085,0.09,0.3,620,2.5055694082832445
0.085,0.09,0.3,630,2.2117673766403243
0.085,0.09,0.3,640,1.953578337467472
0.085,0.09,0.3,650,1.7212856248486839
0.085,0.09,0.3,660,1.5140462249573314
0.085,0.09,0.3,670,1.3214137418225396
0.085,0.09,0.3,680,1.1467047071009435
0.085,0.09,0.3,690,1.0151889860046808
0.085,0.09,0.3,700,0.9471898256543475
0.085,0.09,0.3,710,0.932122898833649
0.085,0.09,0.3,720,0.9335448869723787
0.085,0.09,0.3,730,0.9143594651946189
0.085,0.09,0.3,740,0.8528098103212407
0.085,0.09,0.3,750,0.7572496972579063
0.085,0.09,0.3,760,0.6604344924609985
0.085,0.09,0.3,770,0.5857281846645133
0.085,0.09,0.3,780,0.5369648282566994
0.085,0.09,0.3,790,0.5077486100985693
0.085,0.09,0.3,800,0.48597873427170735
0.085,0.09,0.3,810,0.46324126674480776
0.085,0.09,0.3,820,0.43900969741841395
0.085,0.09,0.3,830,0.41632232298555094
0.085,0.09,0.3,840,0.4008641394062641
0.085,0.09,0.3,850,0.3968791059610031
0.085,0.09,0.3,860,0.4036839626532661
0.085,0.09,0.3,870,0.41673025420220455
0.085,0.09,0.3,880,0.4292476401110347
0.085,0.09,0.3,890,0.43709214441924593
0.085,0.09,0.3,900,0.44155241971033027
0.085,0.09,0.3,910,0.44551647703292413
0.085,0.09,0.3,920,0.4506175261207254
0.085,0.09,0.3,930,0.4569954717831588
0.085,0.09,0.3,940,0.4639764874479394
0.085,0.09,0.3,950,0.4721100132974688
0.085,0.09,0.3,960,0.48320429140159676
0.085,0.09,0.3,970,0.4981499877406767
0.085,0.09,0.3,980,0.5164506832247643
0.085,0.09,0.3,990,0.5366780091252292
0.085,0.09,0.3,1000,0.5575987646668988
0.085,0.09,0.3,1010,0.5798938807673831
0.085,0.09,0.3,1020,0.6050770530226752
0.085,0.09,0.3,1030,0.6336349818675409
0.085,0.09,0.3,1040,0.6652120341355112
0.085,0.09,0.3,1050,0.6991322457350125
0.085,0.09,0.3,1060,0.7352667618691349
0.085,0.09,0.3,1070,0.7740319184658605
0.085,0.09,0.3,1080,0.8147363833797452
0.085,0.09,0.3,1090,0.8557444909353372
0.085,0.09,0.3,1100,0.8959036051288266
0.085,0.09,0.3,1110,0.9348874012532483
0.085,0.09,0.3,1120,0.9734456293699266
0.085,0.09,0.3,1130,1.0129065820683458
0.085,0.09,0.3,1140,1.054321987200129
0.085,0.09,0.3,1150,1.0986719919463723
0.085,0.09,0.3,1160,1.1464581588844125
0.085,0.09,0.3,1170,1.1970940146698608
0.085,0.09,0.3,1180,1.2491557920136642
0.085,0.09,0.3,1190,1.3003733021689357
0.085,0.09,0.3,1200,1.3483779960698263
0.085,0.09,0.3,1210,1.3919355712727344
0.085,0.09,0.3,1220,1.4308567681241169
0.085,0.09,0.3,1230,1.4657182869917735
0.085,0.09,0.3,1240,1.4975079487864111
0.085,0.09,0.3,1250,1.5272231287531965
0.085,0.09,0.3,1260,1.556647478390795
0.085,0.09,0.3,1270,1.5883325357450853
0.085,0.09,0.3,1280,1.6237930112535992
0.085,0.09,0.3,1290,1.6620409763129431
0.085,0.09,0.3,1300,1.6994285265725035
0.085,0.09,0.3,1310,1.7313862771169255
0.085,0.09,0.3,1320,1.7552075992729863
0.085,0.09,0.3,1330,1.7708068031271231
0.085,0.09,0.3,1340,1.7793944684154956
0.085,0.09,0.3,1350,1.782178759456566
0.085,0.09,0.3,1360,1.7797726309097073
0.085,0.09,0.3,1370,1.7724750319842544
0.085,0.09,0.3,1380,1.7604766949706079
0.085,0.09,0.3,1390,1.7433437139171348
0.085,0.09,0.3,1400,1.7201990431842034
0.085,0.09,0.3,1410,1.6906999487882108
0.085,0.09,0.3,1420,1.6556485386945674
0.085,0.09,0.3,1430,1.6170593516781588
0.085,0.09,0.3,1440,1.577422756296311
0.085,0.09,0.3,1450,1.538563418867684
0.085,0.09,0.3,1460,1.501030966572895
0.085,0.09,0.3,1470,1.4638888928211562
0.085,0.09,0.3,1480,1.4252249941238129
0.085,0.09,0.3,1490,1.383695937797671
0.085,0.09,0.3,1500,1.3397820449449878
0.085,0.09,0.3,1510,1.295705225565973
0.085,0.09,0.3,1520,1.2540887531162235
0.085,0.09,0.3,1530,1.2161904798347383
0.085,0.09,0.3,1540,1.1812177106833024
0.085,0.09,0.3,1550,1.1472022932035542
0.085,0.09,0.3,1560,1.1125778081823705
0.085,0.09,0.3,1570,1.0774221055250972
0.085,0.09,0.3,1580,1.0433380739260965
0.085,0.09,0.3,1590,1.0120291597531172
0.085,0.09,0.3,1600,0.9840309675159901
0.085,0.09,0.3,1610,0.9585715298520696
0.085,0.09,0.3,1620,0.9344146978149613
0.085,0.09,0.3,1630,0.9109337761780725
0.085,0.09,0.3,1640,0.8884968836435579
0.085,0.09,0.3,1650,0.8680327709106266
0.085,0.09,0.3,1660,0.8503832510703208
0.085,0.09,0.3,1670,0.8358821488996431
0.085,0.09,0.3,1680,0.8242911455173394
0.085,0.09,0.3,1690,0.8149544687284759
0.085,0.09,0.3,1700,0.8069921357692157
0.085,0.09,0.3,1710,0.7996363469873379
0.085,0.09,0.3,1720,0.7926814045176027
0.085,0.09,0.3,1730,0.7866875413687826
0.085,0.09,0.3,1740,0.7826968628936339
0.085,0.09,0.3,1750,0.7815524355935294
0.085,0.09,0.3,1760,0.7833055359605757
0.085,0.09,0.3,1770,0.7872598403985024
0.085,0.09,0.3,1780,0.7925869648932242
0.085,0.09,0.3,1790,0.7989123997888131
0.085,0.09,0.3,1800,0.8063792432453476
0.085,0.09,0.3,1810,0.8152099129269511
0.085,0.09,0.3,1820,0.8252907265607748
0.085,0.09,0.3,1830,0.8362142932455296
0.085,0.09,0.3,1840,0.8476331263801372
0.085,0.09,0.3,1850,0.8595041581336476
0.085,0.09,0.3,1860,0.8719899297147076
0.085,0.09,0.3,1870,0.8851421457264694
0.085,0.09,0.3,1880,0.8987280620530702
0.085,0.09,0.3,1890,0.9123609834469676
0.085,0.09,0.3,1900,0.9257550602441903
0.085,0.09,0.3,1910,0.9388676358410584
0.085,0.09,0.3,1920,0.9518302799476747
0.085,0.09,0.3,1930,0.9647771687765303
0.085,0.09,0.3,1940,0.977774727989761
0.085,0.09,0.3,1950,0.9908847032056709
0.085,0.09,0.3,1960,1.0042297456348859
0.085,0.09,0.3,1970,1.017954057861189
0.085,0.09,0.3,1980,1.0320897654781411
0.085,0.09,0.3,1990,1.046478037966482
0.085,0.09,0.3,2000,1.060860739295702
0.085,0.09,0.3,2010,1.075060774527177
0.085,0.09,0.3,2020,1.0890880524832547
0.085,0.09,0.3,2030,1.1030789876910805
0.085,0.09,0.3,2040,1.1171172351728091
0.085,0.09,0.3,2050,1.1311046637697475
0.085,0.09,0.3,2060,1.144792078167819
0.085,0.09,0.3,2070,1.1579236783951234
0.085,0.09,0.3,2080,1.1703737029902708
0.085,0.09,0.3,2090,1.1821631520952587
0.085,0.09,0.3,2100,1.1933526214194508
0.085,0.09,0.3,2110,1.2039232958269204
0.085,0.09,0.3,2120,1.2137384311194512
0.085,0.09,0.3,2130,1.2225928693994035
0.085,0.09,0.3,2140,1.2302937993778182
0.085,0.09,0.3,2150,1.2367034581116887
0.085,0.09,0.3,2160,1.2417435380492248
0.085,0.09,0.3,2170,1.2454049786502752
0.085,0.09,0.3,2180,1.2477682807408181
0.085,0.09,0.3,2190,1.2490051253464052
0.085,0.09,0.3,2200,1.2493305616148378
0.085,0.09,0.3,2210,1.2489135354341854
0.085,0.09,0.3,2220,1.247808786915848
0.085,0.09,0.3,2230,1.2459598638000753
0.085,0.09,0.3,2240,1.243262969141844
0.085,0.09,0.3,2250,1.2396445054907568
0.085,0.09,0.3,2260,1.2351009860289728
0.085,0.09,0.3,2270,1.2296883355441457
0.085,0.09,0.3,2280,1.2234916479821614
0.085,0.09,0.3,2290,1.2166048134890453
0.085,0.09,0.3,2300,1.2091295694595274
0.085,0.09,0.3,2310,1.201187322122328
0.085,0.09,0.3,2320,1.1929258039399249
0.085,0.09,0.3,2330,1.1845110444026477
0.085,0.09,0.3,2340,1.1761052920310024
0.085,0.09,0.3,2350,1.1678344898411048
0.085,0.09,0.3,2360,1.159759939775257
0.085,0.09,0.3,2370,1.151873088656143
0.085,0.09,0.3,2380,1.1441219654035013
0.085,0.09,0.3,2390,1.1364616316734055
0.085,0.09,0.3,2400,1.1289000326752068
0.085,0.09,0.3,2410,1.121506495795816
0.085,0.09,0.3,2420,1.1143762220481315
0.085,0.09,0.3,2430,1.1075757438834117
0.085,0.09,0.3,2440,1.1011098834885051
0.085,0.09,0.3,2450,1.0949378810683532
0.085,0.09,0.3,2460,1.0890267851870952
0.085,0.09,0.3,2470,1.0833980211789802
0.085,0.09,0.3,2480,1.078126729932218
0.085,0.09,0.3,2490,1.0732902698981002
0.085,0.09,0.3,2500,1.0689068699686226
0.085,0.09,0.3,2510,1.0649175110002767
0.085,0.09,0.3,2520,1.0612285735194014
0.085,0.09,0.3,2530,1.0577818168753297
0.085,0.09,0.3,2540,1.0545949137600878
0.085,0.09,0.3,2550,1.051740579800393
0.085,0.09,0.3,2560,1.0492854074660005
0.085,0.09,0.3,2570,1.0472409271547611
0.085,0.09,0.3,2580,1.045562383705984
0.085,0.09,0.3,2590,1.0441863051615954
0.085,0.09,0.3,2600,1.0430677250142946
0.085,0.09,0.3,2610,1.0421874669478786
0.085,0.09,0.3,2620,1.0415343359100184
0.085,0.09,0.3,2630,1.0410880646517506
0.085,0.09,0.3,2640,1.040819604091576
0.085,0.09,0.3,2650,1.0407020581298638
