dy,diodicity
0.25,1.0290852182896946
0.25353535353535356,1.054847142428583
0.25707070707070706,1.0346299218182733
0.2606060606060606,1.1417691499397615
0.2641414141414141,1.1590196105327362
0.2676767676767677,1.1792552326787389
0.27121212121212124,1.1721534494789265
0.27474747474747474,1.1741065752446544
0.2782828282828283,1.1648322939353362
0.2818181818181818,1.1724629613308606
0.28535353535353536,1.165747271644057
0.28888888888888886,1.1740417373605223
0.2924242424242424,1.176626288464669
0.295959595959596,1.1724588282902466
0.2994949494949495,1.186900267813595
0.30303030303030304,1.1751308264579585
0.30656565656565654,1.182874494641996
0.3101010101010101,1.1734922401060237
0.3136363636363636,1.1879382766358078
0.31717171717171716,1.1919474955089677
0.3207070707070707,1.1898143699265353
0.3242424242424242,1.1982974482494007
0.3277777777777778,1.1889209741035032
0.33131313131313134,1.2181911859383965
0.33484848484848484,1.201600034789346
0.3383838383838384,1.2243694414022093
0.3419191919191919,1.1942173173924842
0.34545454545454546,1.2061263850135047
0.34898989898989896,1.2003097972886339
0.3525252525252525,1.2163715173185998
0.3560606060606061,1.205289704011463
0.3595959595959596,1.2119955874570159
0.36313131313131314,1.2140656088556192
0.36666666666666664,1.2199394392583802
0.3702020202020202,1.2313749520269979
0.3737373737373737,1.2177060121873302
0.37727272727272726,1.2293356735886316
0.3808080808080808,1.2118730787191405
0.3843434343434343,1.2347047882957631
0.3878787878787879,1.2126709781701805
0.39141414141414144,1.2012091548734318
0.39494949494949494,1.2008454154888617
0.39848484848484844,1.213586026359279
0.402020202020202,1.2051912679799397
0.40555555555555556,1.208405208577206
0.40909090909090906,1.2014933720899816
0.4126262626262626,1.2036750266136278
0.4161616161616162,1.2056460669923847
0.4196969696969697,1.2033136276366558
0.4232323232323232,1.1985194989357053
0.4267676767676768,1.2051913964160452
0.4303030303030303,1.2014077115995154
0.4338383838383838,1.2056903481248689
0.43737373737373736,1.1986628694915418
0.4409090909090909,1.2085992376227248
0.4444444444444444,1.1931477998031315
0.447979797979798,1.1955974633042568
0.45151515151515154,1.1924271172437844
0.45505050505050504,1.1703751464582106
0.45858585858585854,1.202900229696648
0.4621212121212121,1.1870853635807135
0.46565656565656566,1.1968815769278658
0.46919191919191916,1.1877072712891366
0.4727272727272727,1.2047432940849638
0.4762626262626263,1.1883739411858572
0.4797979797979798,1.2087940680363856
0.4833333333333333,1.1848808995062154
0.4868686868686869,1.1903115987957569
0.4904040404040404,1.195995855308246
0.4939393939393939,1.182655000995684
0.49747474747474746,1.2037164177120963
0.501010101010101,1.1728306246492783
0.5045454545454545,1.2038458556778096
0.5080808080808081,1.1702243675444683
0.5116161616161616,1.200796769240889
0.5151515151515151,1.1947471416242705
0.5186868686868686,1.1785320619483584
0.5222222222222221,1.2190717821035344
0.5257575757575758,1.1795990402699943
0.5292929292929293,1.2194415936357876
0.5328282828282829,1.1417419720620083
0.5363636363636364,1.1903850434960919
0.5398989898989899,1.1750324654168596
0.5434343434343434,1.1886175861889132
0.5469696969696969,1.196158230661892
0.5505050505050505,1.1912545076515262
0.554040404040404,1.194350436569521
0.5575757575757576,1.182629571260945
0.5611111111111111,1.19084568111653
0.5646464646464646,1.1485413834721436
0.5681818181818181,1.1920238273312318
0.5717171717171716,1.191438522580666
0.5752525252525252,1.1902574198187705
0.5787878787878787,1.1904290498386811
0.5823232323232324,1.1959883990525606
0.5858585858585859,1.1905825878664582
0.5893939393939394,1.1964088410850842
0.5929292929292929,1.2019004408232745
0.5964646464646464,1.1880609157897974
0.6,1.210559652920873
